"Texto","Target"
" ladies whats something necessary sexist f e e l s sexist boys call girls bitch especially aggressive way ","misogyny-non-sexual-violence"
" cunt fuck something cunt will pick worst fucking time fucking fuck cunt's cunt ","misogyny-non-sexual-violence"
" ortolans sentient species squat blue skinned bipeds large floppy ears trunk like nose consume large amounts food order develop warm layer blubber due frigid temperatures homeworld orto ","non-sexist"
" gently kissing sweet lips back pulled away seconds quiet bliss storm outside just man enjoys company woman strong beautiful loyal lady serve like lot ","non-sexist"
" dude's replies like slut shaming yall went like uh huh just happened pick scantily clad modeling photo instead one actual first lady sure bro ","objectification"
" will put kasa school girl skirt fuckingg watch ","sexual-violence"
" happening robbery vulnerable 1950s women never allowed happen despicable greed george osbourne peter lilley opperman etc causing misery poorest society parties blame ","non-sexist"
" stereotypes seems push one — xhosa women love money loud patronella noma stolen money forget nomzamo trophy wifetwo — bi sexual gay men cheat schumacher prince lgbtq representatives always cheating ","stereotyping-dominance"
" course now secular religions like feminism denying obvious things like sexual dimorphism think picking christians alone just supposedly infallible book religion full human like errors ","non-sexist"
" saw just like trump wanted see whole 47 second clip powers idiots like decided biden win choke bitch ","non-sexist"
" one besties ur seriously sweetest ever u r sweet beautiful n caring n im glad got closer love fting n playing fort w u n im excited ur card come love u ","non-sexist"
" way newcastle fan get wish soon fuck ugly cunt last much longer ","misogyny-non-sexual-violence"
" hate pregnant sick ","non-sexist"
" confuses smart men like smart women like wtf also egos will kill lot men also also men smart paper dull comes convo depth ","non-sexist"
" u know woman attracts controversy men u also know people curious comes woman women natural power stills world ramifications ","stereotyping-dominance"
" jin manspreading ","non-sexist"
" fifa women's goalkeeper 2020 got thoughts vote today voting runs dec 9 ","non-sexist"
" imagine woman physically overpowered man telling woman sinned skirt short seems might trying thing underestimate psychological spiritual power influential celebrity leader ","sexual-violence"
" exactly feminists focus women treated ignore men treated way defending islam atheist saying women problems issues point men privileged men problems issues ","ideological-inequality"
" saying like will ever made big tits best blowjob pron sex ","sexual-violence"
" ho ho ho assuming bruce coaches dumb amp dumber watched game even consider plan based analysis fat chance professionalism ","non-sexist"
" check today's women's basketball uniforms ","non-sexist"
" focus spend time policing women telling put tits away interest protecting ideology associate shitty marxists bros underdeveloped feminists act responsibly ","ideological-inequality"
" call whatever want ideology sexist ","ideological-inequality"
" anybody wants stick man whatever rejecting 2000 stimulus payment one time payment just enough instead donate someone need ya know since clearly privileged enough need ","non-sexist"
" skank sell ","misogyny-non-sexual-violence"
" trans people male trans people particular movements advancing rights male people included feminism fight male people feminism feminism everyone lives mattering feminism feminism female ppl ","non-sexist"
" just waiting addy bitches real loud social media ","non-sexist"
" nothing hits quite coworker mansplaining something originally learned ","non-sexist"
" potato spell teenagers democrat republicans alike saving marriage you either jesus freak skills talking women use excuse understand now pea brain ","non-sexist"
" man lot lefties liberals need look mirror tweet walk around like shit stink bunch fucking disgusting hypocrites ","non-sexist"
" cw heat waves dnf gonna honest y'all wait people shut fuck heat waves lmao fanfics get compared constantly wish people like song bc good song just bc dnf ","non-sexist"
" well quite tempted woman let just male tilted little carry female shoulder ass just next face giving spank let carry room just need guide ","sexual-violence"
" probably hiding rv skank ","misogyny-non-sexual-violence"
" police arrested uploaded phone number details married woman ","sexual-violence"
" rnc party vet screen donald trump financial issues ran presidential nominee 2015 20 years minimal zero corporate trump organization personal tax filings plus 25 lawsuits filed sexual predator rape sexual molestation think ","non-sexist"
" wth petty puritan shit ","non-sexist"
" think see sin forbidden aspect makes attractive live perpetual suffering contradiction attracted never justify seek destroy pretty sure include violence ","non-sexist"
" look like prostitute whore nancy ","objectification"
" many women accused daddy sexual harassment ","sexual-violence"
" know women repressed states ","ideological-inequality"
" mature woman plays schoolgirl wants neighbor spank bare buttocks ","sexual-violence"
" impling men evil absolute hole course believe women feel ok taking advantage men clearly just coping dating history trying blame men yourbdjdwd dhejid ekwjww reeeeeeeee ","ideological-inequality"
" lily veroni riding cock carousel ","sexual-violence"
" im just happy found grown women thread cause girls early 20s really need listen elders say less cause tf showering every damn time sex skin probably dry hell ","non-sexist"
" guy correct opinion everything gracious enough share everyone meet st pedant pompous patron saint mansplaining ","non-sexist"
" look like cheap prostitute probably call anyone escort ","objectification"
